0.0mA_x,0.0mA_y,0.1mA_x,0.1mA_y,0.2mA_x,0.2mA_y,0.3mA_x,0.3mA_y
1562.9249,  1.0253,1785.9419,  2.0594,1837.4074,  1.9657,1838.3103,  2.8487
1564.6577,  1.0240,1787.9219,  2.0548,1839.4444,  1.9691,1840.3483,  2.8480
1566.3904,  1.0226,1789.9019,  2.0502,1841.4815,  1.9724,1842.3864,  2.8472
1568.1231,  1.0213,1791.8819,  2.0456,1843.5185,  1.9758,1844.4244,  2.8465
1569.8559,  1.0200,1793.8619,  2.0410,1845.5556,  1.9791,1846.4625,  2.8457
1571.5886,  1.0186,1795.8418,  2.0364,1847.5926,  1.9825,1848.5005,  2.8450
1573.3213,  1.0173,1797.8218,  2.0318,1849.6296,  1.9858,1850.5385,  2.8442
1575.0541,  1.0160,1799.8018,  2.0272,1851.6667,  1.9892,1852.5766,  2.8435
1576.7868,  1.0147,1801.7818,  2.0226,1853.7037,  1.9925,1854.6146,  2.8427
1578.5195,  1.0133,1803.7618,  2.0180,1855.7407,  1.9959,1856.6527,  2.8420
1580.2523,  1.0120,1805.7417,  2.0135,1857.7778,  1.9992,1858.6907,  2.8412
1581.9850,  1.0107,1807.7217,  2.0089,1859.8148,  2.0026,1860.7287,  2.8405
1583.7177,  1.0093,1809.7017,  2.0043,1861.8519,  2.0059,1862.7668,  2.8397
1585.4505,  1.0080,1811.6817,  1.9997,1863.8889,  2.0093,1864.8048,  2.8390
1587.1832,  1.0067,1813.6617,  1.9951,1865.9259,  2.0126,1866.8428,  2.8382
1588.9159,  1.0053,1815.6416,  1.9905,1867.9630,  2.0160,1868.8809,  2.8375
1590.6486,  1.0040,1817.6216,  1.9859,1870.0000,  2.0193,1870.9189,  2.8367
1592.3814,  1.0027,1819.6016,  1.9813,1872.0370,  2.0227,1872.9570,  2.8360
1594.1141,  1.0013,1821.5816,  1.9767,1874.0741,  2.0260,1874.9950,  2.8352
1595.8468,  1.0000,1823.5616,  1.9721,1876.1111,  2.0294,1877.0330,  2.8345
1597.5796,  0.9987,1825.5415,  1.9675,1878.1481,  2.0327,1879.0711,  2.8337
1599.3123,  0.9973,1827.5215,  1.9629,1880.1852,  2.0361,1881.1091,  2.8330
1601.0450,  0.9960,1829.5015,  1.9583,1882.2222,  2.0394,1883.1471,  2.8322
1602.7778,  0.9947,1831.4815,  1.9537,1884.2593,  2.0428,1885.1852,  2.8315
1604.5105,  0.9933,1833.4615,  1.9491,1886.2963,  2.0461,1887.2232,  2.8307
1606.2432,  0.9920,1835.4414,  1.9445,1888.3333,  2.0495,1889.2613,  2.8300
1607.9760,  0.9907,1837.4214,  1.9399,1890.3704,  2.0528,1891.2993,  2.8292
1609.7087,  0.9893,1839.4014,  1.9353,1892.4074,  2.0562,1893.3373,  2.8285
1611.4414,  0.9880,1841.3814,  1.9308,1894.4444,  2.0595,1895.3754,  2.8277
1613.1742,  0.9867,1843.3614,  1.9262,1896.4815,  2.0629,1897.4134,  2.8270
1614.9069,  0.9853,1845.3413,  1.9216,1898.5185,  2.0662,1899.4515,  2.8262
1616.6396,  0.9840,1847.3213,  1.9170,1900.5556,  2.0696,1901.4895,  2.8255
1618.3724,  0.9827,1849.3013,  1.9124,1902.5926,  2.0729,1903.5275,  2.8247
1620.1051,  0.9813,1851.2813,  1.9078,1904.6296,  2.0763,1905.5656,  2.8240
1621.8378,  0.9800,1853.2613,  1.9032,1906.6667,  2.0796,1907.6036,  2.8232
1623.5706,  0.9787,1855.2412,  1.8986,1908.7037,  2.0830,1909.6416,  2.8225
1625.3033,  0.9773,1857.2212,  1.8940,1910.7407,  2.0863,1911.6797,  2.8217
1627.0360,  0.9760,1859.2012,  1.8894,1912.7778,  2.0897,1913.7177,  2.8210
1628.7688,  0.9747,1861.1812,  1.8848,1914.8148,  2.0930,1915.7558,  2.8202
1630.5015,  0.9733,1863.1612,  1.8802,1916.8519,  2.0964,1917.7938,  2.8195
1632.2342,  0.9720,1865.1411,  1.8756,1918.8889,  2.0997,1919.8318,  2.8187
1633.9670,  0.9707,1867.1211,  1.8710,1920.9259,  2.1031,1921.8699,  2.8180
1635.6997,  0.9693,1869.1011,  1.8664,1922.9630,  2.1064,1923.9079,  2.8172
1637.4324,  0.9680,1871.0811,  1.8618,1925.0000,  2.1098,1925.9459,  2.8165
1639.1652,  0.9667,1873.0611,  1.8572,1927.0370,  2.1131,1927.9840,  2.8157
1640.8979,  0.9654,1875.0410,  1.8526,1929.0741,  2.1165,1930.0220,  2.8150
1642.6306,  0.9640,1877.0210,  1.8480,1931.1111,  2.1198,1932.0601,  2.8142
1644.3634,  0.9627,1879.0010,  1.8435,1933.1481,  2.1232,1934.0981,  2.8135
1646.0961,  0.9614,1880.9810,  1.8389,1935.1852,  2.1265,1936.1361,  2.8127
1647.8288,  0.9600,1882.9610,  1.8343,1937.2222,  2.1299,1938.1742,  2.8120
1649.5616,  0.9587,1884.9409,  1.8297,1939.2593,  2.1332,1940.2122,  2.8112
1651.2943,  0.9574,1886.9209,  1.8251,1941.2963,  2.1366,1942.2503,  2.8105
1653.0270,  0.9560,1888.9009,  1.8205,1943.3333,  2.1399,1944.2883,  2.8097
1654.7598,  0.9547,1890.8809,  1.8159,1945.3704,  2.1433,1946.3263,  2.8090
1656.4925,  0.9534,1892.8609,  1.8113,1947.4074,  2.1466,1948.3644,  2.8082
1658.2252,  0.9520,1894.8408,  1.8067,1949.4444,  2.1500,1950.4024,  2.8075
1659.9580,  0.9507,1896.8208,  1.8021,1951.4815,  2.1533,1952.4404,  2.8067
1661.6907,  0.9494,1898.8008,  1.7975,1953.5185,  2.1567,1954.4785,  2.8060
1663.4234,  0.9480,1900.7808,  1.7929,1955.5556,  2.1600,1956.5165,  2.8052
1665.1562,  0.9467,1902.7608,  1.7883,1957.5926,  2.1634,1958.5546,  2.8045
1666.8889,  0.9454,1904.7407,  1.7837,1959.6296,  2.1667,1960.5926,  2.8037
1668.6216,  0.9440,1906.7207,  1.7791,1961.6667,  2.1701,1962.6306,  2.8030
1670.3544,  0.9427,1908.7007,  1.7745,1963.7037,  2.1734,1964.6687,  2.8022
1672.0871,  0.9414,1910.6807,  1.7699,1965.7407,  2.1768,1966.7067,  2.8015
1673.8198,  0.9400,1912.6607,  1.7653,1967.7778,  2.1801,1968.7447,  2.8007
1675.5526,  0.9387,1914.6406,  1.7607,1969.8148,  2.1835,1970.7828,  2.8000
1677.2853,  0.9374,1916.6206,  1.7562,1971.8519,  2.1868,1972.8208,  2.7992
1679.0180,  0.9360,1918.6006,  1.7516,1973.8889,  2.1902,1974.8589,  2.7985
1680.7508,  0.9347,1920.5806,  1.7470,1975.9259,  2.1935,1976.8969,  2.7977
1682.4835,  0.9334,1922.5606,  1.7424,1977.9630,  2.1969,1978.9349,  2.7970
1684.2162,  0.9320,1924.5405,  1.7378,1980.0000,  2.2002,1980.9730,  2.7962
1685.9489,  0.9307,1926.5205,  1.7332,1982.0370,  2.2036,1983.0110,  2.7955
1687.6817,  0.9294,1928.5005,  1.7286,1984.0741,  2.2069,1985.0490,  2.7947
1689.4144,  0.9280,1930.4805,  1.7240,1986.1111,  2.2103,1987.0871,  2.7940
1691.1471,  0.9267,1932.4605,  1.7194,1988.1481,  2.2136,1989.1251,  2.7932
1692.8799,  0.9254,1934.4404,  1.7148,1990.1852,  2.2170,1991.1632,  2.7925
1694.6126,  0.9240,1936.4204,  1.7102,1992.2222,  2.2203,1993.2012,  2.7917
1696.3453,  0.9227,1938.4004,  1.7056,1994.2593,  2.2237,1995.2392,  2.7910
1698.0781,  0.9214,1940.3804,  1.7010,1996.2963,  2.2270,1997.2773,  2.7902
1699.8108,  0.9201,1942.3604,  1.6964,1998.3333,  2.2304,1999.3153,  2.7895
1701.5435,  0.9187,1944.3403,  1.6918,2000.3704,  2.2337,2001.3534,  2.7887
1703.2763,  0.9174,1946.3203,  1.6872,2002.4074,  2.2371,2003.3914,  2.7880
1705.0090,  0.9161,1948.3003,  1.6826,2004.4444,  2.2404,2005.4294,  2.7872
1706.7417,  0.9147,1950.2803,  1.6780,2006.4815,  2.2438,2007.4675,  2.7865
1708.4745,  0.9134,1952.2603,  1.6734,2008.5185,  2.2471,2009.5055,  2.7857
1710.2072,  0.9121,1954.2402,  1.6689,2010.5556,  2.2505,2011.5435,  2.7850
1711.9399,  0.9107,1956.2202,  1.6643,2012.5926,  2.2538,2013.5816,  2.7842
1713.6727,  0.9094,1958.2002,  1.6597,2014.6296,  2.2572,2015.6196,  2.7835
1715.4054,  0.9081,1960.1802,  1.6551,2016.6667,  2.2605,2017.6577,  2.7827
1717.1381,  0.9067,1962.1602,  1.6505,2018.7037,  2.2639,2019.6957,  2.7820
1718.8709,  0.9054,1964.1401,  1.6459,2020.7407,  2.2672,2021.7337,  2.7812
1720.6036,  0.9041,1966.1201,  1.6413,2022.7778,  2.2706,2023.7718,  2.7805
1722.3363,  0.9027,1968.1001,  1.6367,2024.8148,  2.2739,2025.8098,  2.7797
1724.0691,  0.9014,1970.0801,  1.6321,2026.8519,  2.2773,2027.8478,  2.7790
1725.8018,  0.9001,1972.0601,  1.6275,2028.8889,  2.2806,2029.8859,  2.7782
1727.5345,  0.8987,1974.0400,  1.6229,2030.9259,  2.2840,2031.9239,  2.7775
1729.2673,  0.8974,1976.0200,  1.6183,2032.9630,  2.2873,2033.9620,  2.7767
1731.0000,  0.8961,1978.0000,  1.6137,2035.0000,  2.2907,2036.0000,  2.7760
